Date,City,NO2_ground
2024-01-10,Greater Noida,18.02672797
2024-01-11,Greater Noida,20.76427959
2024-01-12,Greater Noida,22.01238993
2024-01-13,Greater Noida,19.19488818
2024-01-14,Greater Noida,15.64895192
2024-01-15,Greater Noida,17.17244604
2024-01-16,Greater Noida,21.80659238
2024-01-17,Greater Noida,21.95316761
2024-01-18,Greater Noida,19.56058599
2024-01-19,Greater Noida,20.94046599
2024-01-20,Greater Noida,25.10675602
2024-01-21,Greater Noida,18.74035689
2024-01-22,Greater Noida,15.11595106
2024-01-23,Greater Noida,16.53432557
2024-01-24,Greater Noida,15.93766072
2024-01-25,Greater Noida,15.33359308
2024-01-26,Greater Noida,15.09670381
2024-01-27,Greater Noida,16.10940544
2024-01-28,Greater Noida,16.6809008
2024-01-29,Greater Noida,17.02735136
2024-01-30,Greater Noida,18.83807372
2024-01-31,Greater Noida,19.1341853
2024-02-01,Greater Noida,16.92075119
2024-02-02,Greater Noida,14.72064209
2024-02-03,Greater Noida,14.51928622
2024-02-04,Greater Noida,17.23166836
2024-02-05,Greater Noida,20.64287384
2024-02-06,Greater Noida,16.89114003
2024-02-07,Greater Noida,13.9670381
2024-02-08,Greater Noida,15.216629
2024-02-09,Greater Noida,15.07893712
2024-02-10,Greater Noida,16.70014806
2024-02-11,Greater Noida,18.07706694
2024-02-12,Greater Noida,19.23338269
2024-02-13,Greater Noida,19.77674745
2024-02-14,Greater Noida,17.27608509
2024-02-15,Greater Noida,15.9628302
2024-02-16,Greater Noida,14.34161926
2024-02-17,Greater Noida,15.71261591
2024-02-18,Greater Noida,17.7158108
2024-02-19,Greater Noida,17.61513286
2024-02-20,Greater Noida,17.08805424
2024-02-21,Greater Noida,16.38775033
2024-02-22,Greater Noida,14.43341385
2024-02-23,Greater Noida,14.75469493
2024-02-24,Greater Noida,16.25598067
2024-02-25,Greater Noida,17.38120471
2024-02-26,Greater Noida,16.85560664
2024-02-27,Greater Noida,14.59923634
2024-02-28,Greater Noida,16.07239149
2024-02-29,Greater Noida,16.6424063
2024-03-01,Greater Noida,18.59378166
2024-03-02,Greater Noida,15.41946544
2024-03-03,Greater Noida,15.34395699
2024-03-04,Greater Noida,15.3365542
2024-03-05,Greater Noida,16.11384711
2024-03-06,Greater Noida,17.09101535
2024-03-07,Greater Noida,17.06880698
2024-03-08,Greater Noida,15.45351827
2024-03-09,Greater Noida,15.94654407
2024-03-10,Greater Noida,17.2405517
2024-03-11,Greater Noida,14.95160913
2024-03-12,Greater Noida,17.85054157
2024-03-13,Greater Noida,16.63352295
2024-03-14,Greater Noida,15.51718226
2024-03-15,Greater Noida,15.41798488
2024-03-16,Greater Noida,16.34777527
2024-03-17,Greater Noida,16.85856776
2024-03-18,Greater Noida,17.61957453
2024-03-19,Greater Noida,17.5011299
2024-03-20,Greater Noida,14.53409179
2024-03-21,Greater Noida,14.17283566
2024-03-22,Greater Noida,14.52520845
2024-03-23,Greater Noida,14.47783059
2024-03-24,Greater Noida,14.56518351
2024-03-25,Greater Noida,15.44759604
2024-03-26,Greater Noida,16.76233149
2024-03-27,Greater Noida,18.31691732
2024-03-28,Greater Noida,18.3494896
2024-03-29,Greater Noida,17.36491857
2024-03-30,Greater Noida,15.09522325
2024-03-31,Greater Noida,15.11447051
2024-04-01,Greater Noida,17.66251071
2024-04-02,Greater Noida,17.53666329
2024-04-03,Greater Noida,18.82622925
2024-04-04,Greater Noida,18.98612951
2024-04-05,Greater Noida,16.62019793
2024-04-06,Greater Noida,16.01613029
2024-04-07,Greater Noida,16.19823892
2024-04-08,Greater Noida,17.38416582
2024-04-09,Greater Noida,17.81944986
2024-04-10,Greater Noida,16.44549209
2024-04-11,Greater Noida,15.34247643
2024-04-12,Greater Noida,15.01675368
2024-04-13,Greater Noida,14.82724227
2024-04-14,Greater Noida,15.61341853
2024-04-15,Greater Noida,14.590353
2024-04-16,Greater Noida,13.38073716
2024-04-17,Greater Noida,15.19145952
2024-04-18,Greater Noida,16.44845321
2024-04-19,Greater Noida,17.59144393
2024-04-20,Greater Noida,18.1348087
2024-04-21,Greater Noida,18.54492324
2024-04-22,Greater Noida,18.80105977
2024-04-23,Greater Noida,17.0436375
2024-04-24,Greater Noida,15.31286527
2024-04-25,Greater Noida,16.91186784
2024-04-26,Greater Noida,15.29954025
2024-04-27,Greater Noida,15.46240162
2024-04-28,Greater Noida,17.11174316
2024-04-29,Greater Noida,18.18958934
2024-04-30,Greater Noida,18.75664303
2024-05-01,Greater Noida,15.80144939
2024-05-02,Greater Noida,16.7830593
2024-05-03,Greater Noida,18.25769501
2024-05-04,Greater Noida,17.57367724
2024-05-05,Greater Noida,19.89075041
2024-05-06,Greater Noida,19.73677238
2024-05-07,Greater Noida,18.4161147
2024-05-08,Greater Noida,16.97701239
2024-05-09,Greater Noida,15.04044261
2024-05-10,Greater Noida,15.62822411
2024-05-11,Greater Noida,15.42982935
2024-05-12,Greater Noida,16.93999844
2024-05-13,Greater Noida,14.9634536
2024-05-14,Greater Noida,17.95714174
2024-05-15,Greater Noida,16.95628458
2024-05-16,Greater Noida,16.16862776
2024-05-17,Greater Noida,14.40972493
2024-05-18,Greater Noida,16.18787501
2024-05-19,Greater Noida,17.77947479
2024-05-20,Greater Noida,16.45141432
2024-05-21,Greater Noida,17.07620977
2024-05-22,Greater Noida,17.21094054
2024-05-23,Greater Noida,15.37800982
2024-05-24,Greater Noida,14.51780566
2024-05-25,Greater Noida,15.55271565
2024-05-26,Greater Noida,17.39008805
2024-05-27,Greater Noida,18.50494818
2024-05-28,Greater Noida,19.15491311
2024-05-29,Greater Noida,20.03732564
2024-05-30,Greater Noida,17.82093041
2024-05-31,Greater Noida,17.88163329
2024-06-01,Greater Noida,14.17727733
2024-06-02,Greater Noida,13.89745188
2024-06-03,Greater Noida,14.73692823
2024-06-04,Greater Noida,15.72594093
2024-06-05,Greater Noida,16.04722201
2024-06-06,Greater Noida,14.63625029
2024-06-07,Greater Noida,16.95776514
2024-06-08,Greater Noida,18.71074573
2024-06-09,Greater Noida,18.51679264
2024-06-10,Greater Noida,16.78898153
2024-06-11,Greater Noida,13.91669914
2024-06-12,Greater Noida,14.51928622
2024-06-13,Greater Noida,14.89534793
2024-06-14,Greater Noida,16.38775033
2024-06-15,Greater Noida,12.45094678
2024-06-16,Greater Noida,13.47993454
2024-06-17,Greater Noida,14.19208291
2024-06-18,Greater Noida,14.90571184
2024-06-19,Greater Noida,14.02477986
2024-06-20,Greater Noida,16.0368581
2024-06-21,Greater Noida,15.93914128
2024-06-22,Greater Noida,12.81516403
2024-06-23,Greater Noida,13.24600639
2024-06-24,Greater Noida,14.18023845
2024-06-25,Greater Noida,14.94272579
2024-06-26,Greater Noida,15.32026806
2024-06-27,Greater Noida,15.08782046
2024-06-28,Greater Noida,14.52372789
2024-06-29,Greater Noida,14.29720252
2024-06-30,Greater Noida,14.00997429
2024-07-01,Greater Noida,13.57172914
2024-07-02,Greater Noida,13.3407621
2024-07-03,Greater Noida,13.73459051
2024-07-04,Greater Noida,14.55481961
2024-07-05,Greater Noida,13.83526845
2024-07-06,Greater Noida,13.68129042
2024-07-07,Greater Noida,14.27055248
2024-07-08,Greater Noida,13.90485467
2024-07-09,Greater Noida,14.04994935
2024-07-10,Greater Noida,13.82934622
2024-07-11,Greater Noida,13.39998442
2024-07-12,Greater Noida,12.83145017
2024-07-13,Greater Noida,13.12312008
2024-07-14,Greater Noida,13.42959557
2024-07-15,Greater Noida,13.48437622
2024-07-16,Greater Noida,13.61762643
2024-07-17,Greater Noida,14.90571184
2024-07-18,Greater Noida,15.44611548
2024-07-19,Greater Noida,14.8997896
2024-07-20,Greater Noida,14.42453051
2024-07-21,Greater Noida,14.29720252
2024-07-22,Greater Noida,15.31286527
2024-07-23,Greater Noida,15.37208759
2024-07-24,Greater Noida,14.36974986
2024-07-25,Greater Noida,14.0869633
2024-07-26,Greater Noida,13.15865347
2024-07-27,Greater Noida,12.64786098
2024-07-28,Greater Noida,13.12460064
2024-07-29,Greater Noida,13.39258163
2024-07-30,Greater Noida,13.3229954
2024-07-31,Greater Noida,13.6117042
2024-08-01,Greater Noida,15.64895192
2024-08-02,Greater Noida,17.17244604
2024-08-03,Greater Noida,21.80659238
2024-08-04,Greater Noida,21.95316761
2024-08-05,Greater Noida,19.56058599
2024-08-06,Greater Noida,20.94046599
2024-08-07,Greater Noida,25.10675602
2024-08-08,Greater Noida,18.74035689
2024-08-09,Greater Noida,15.11595106
2024-08-10,Greater Noida,16.53432557
2024-08-11,Greater Noida,15.93766072
2024-08-12,Greater Noida,15.33359308
2024-08-13,Greater Noida,15.09670381
2024-08-14,Greater Noida,16.10940544
2024-08-15,Greater Noida,16.6809008
2024-08-16,Greater Noida,17.02735136
2024-08-17,Greater Noida,18.83807372
2024-08-18,Greater Noida,19.1341853
2024-08-19,Greater Noida,16.92075119
2024-08-20,Greater Noida,14.72064209
2024-08-21,Greater Noida,14.51928622
2024-08-22,Greater Noida,17.23166836
2024-08-23,Greater Noida,20.64287384
2024-08-24,Greater Noida,16.89114003
2024-08-25,Greater Noida,13.9670381
2024-08-26,Greater Noida,15.216629
2024-08-27,Greater Noida,15.07893712
2024-08-28,Greater Noida,16.70014806
2024-08-29,Greater Noida,18.07706694
2024-08-30,Greater Noida,19.23338269
