Date,City,Temp,wind speed,pressure, Humidity
2023-05-05,Greater Noida,27.1,4.1,1007.3,62
2023-05-06,Greater Noida,28.7,6.2,1005.2,58
2023-05-07,Greater Noida,29.4,5.8,1004,71
2023-05-08,Greater Noida,29.3,5.9,1003.5,62
2023-05-09,Greater Noida,29.7,4.9,1005.5,67
2023-05-10,Greater Noida,30.2,7.7,1005.2,62
2023-05-11,Greater Noida,30.2,4.5,1005.7,58
2023-05-12,Greater Noida,31.2,5,1004.4,54
2023-05-13,Greater Noida,32.9,5.5,1003.4,51
2023-05-14,Greater Noida,33.4,4.7,1000.9,42
2023-05-15,Greater Noida,33.3,8,1000.2,37
2023-05-16,Greater Noida,33.3,10.2,1002.1,33
2023-05-17,Greater Noida,33.5,7.3,1003.7,27
2023-05-18,Greater Noida,29.3,7.2,1006.7,27
2023-05-19,Greater Noida,30.4,9.2,1005.4,26
2023-05-20,Greater Noida,32.4,6.6,1002.8,29
2023-05-21,Greater Noida,34.3,5.5,1002.5,37
2023-05-22,Greater Noida,35.6,9.6,1002.9,45
2023-05-23,Greater Noida,35.5,10.8,1003.4,48
2023-05-24,Greater Noida,31.1,9.2,1004.3,55
2023-05-25,Greater Noida,29.2,8.1,1003.6,55
2023-05-26,Greater Noida,28.9,7,1005.1,55
2023-05-27,Greater Noida,27.7,6.4,1005.4,59
2023-05-28,Greater Noida,29.8,5.3,1005.9,59
2023-05-29,Greater Noida,27.1,5.2,1007.7,55
2023-05-30,Greater Noida,27.8,4.5,1007.5,62
2023-05-31,Greater Noida,25.6,8.1,1006.9,67
2023-06-01,Greater Noida,25.7,4.4,1006.1,63
2023-06-02,Greater Noida,28.4,5.3,1004.9,62
2023-06-03,Greater Noida,30,4.5,1004.8,55
2023-06-04,Greater Noida,28.9,5.3,1004.5,48
2023-06-05,Greater Noida,31.5,8.1,1003,32
2023-06-06,Greater Noida,32,7.5,1002.8,29
2023-06-07,Greater Noida,31.9,7,1002.4,26
2023-06-08,Greater Noida,32.7,5.9,1001.8,23
2023-06-09,Greater Noida,33.4,11,998.8,24
2023-06-10,Greater Noida,34.3,10.6,997.3,23
2023-06-11,Greater Noida,33,10.3,997.4,23
2023-06-12,Greater Noida,35.1,10,997.2,36
2023-06-13,Greater Noida,36,14.7,996.8,43
2023-06-14,Greater Noida,36.1,16.5,997.5,49
2023-06-15,Greater Noida,34.1,12.7,999.1,49
2023-06-16,Greater Noida,32.3,10.8,999.3,52
2023-06-17,Greater Noida,32.1,5.7,999.4,55
2023-06-18,Greater Noida,32.6,8,999.5,63
2023-06-19,Greater Noida,28.9,6.1,998.2,59
2023-06-20,Greater Noida,32.2,5.7,997.9,59
2023-06-21,Greater Noida,31.9,5.6,999.2,59
2023-06-22,Greater Noida,33,5.6,999.3,63
2023-06-23,Greater Noida,33.2,5.7,998.9,63
2023-06-24,Greater Noida,32.3,5.6,998.5,67
2023-06-25,Greater Noida,26.2,7,1000.1,63
2023-06-26,Greater Noida,29.5,4,1000.6,63
2023-06-27,Greater Noida,29.8,3.1,999.8,49
2023-06-28,Greater Noida,30.5,5.2,1000.6,33
2023-06-29,Greater Noida,28.9,6.3,1000.3,32
2023-06-30,Greater Noida,27.7,5,998.5,28
2023-07-01,Greater Noida,30,5.2,999.1,28
2023-07-02,Greater Noida,31.4,4.9,999.7,34
2023-07-03,Greater Noida,33,4.7,999,38
2023-07-04,Greater Noida,32.5,7.9,997.9,56
2023-07-05,Greater Noida,31.2,6.9,997.9,59
2023-07-06,Greater Noida,29.7,7.6,999.4,63
2023-07-07,Greater Noida,30.2,6.2,1000.5,59
2023-07-08,Greater Noida,26.7,3.8,1000.7,63
2023-07-09,Greater Noida,26.6,3.9,1000,63
2023-07-10,Greater Noida,27.3,2.8,1000.1,67
2023-07-11,Greater Noida,28.7,1.9,1000.1,72
2023-07-12,Greater Noida,29.7,2.6,999.6,67
2023-07-13,Greater Noida,30.2,4.9,999.8,72
2023-07-14,Greater Noida,30.4,3.3,1000.5,77
2023-07-15,Greater Noida,29.7,3.4,1000.3,77
2023-07-16,Greater Noida,29.4,3,1000.4,63
2023-07-17,Greater Noida,31,3.2,999.4,38
2023-07-18,Greater Noida,29.6,4.1,999.4,33
2023-07-19,Greater Noida,31.8,5,999,22
2023-07-20,Greater Noida,33.5,3,998.5,21
2023-07-21,Greater Noida,33.8,5.3,1000.2,21
2023-07-22,Greater Noida,33.2,9,1002.5,23
2023-07-23,Greater Noida,32.8,9,1002.6,33
2023-07-24,Greater Noida,33.2,7.7,1000.6,45
2023-07-25,Greater Noida,32,6.5,1000.8,51
2023-07-26,Greater Noida,27.2,4.4,1002.7,42
2023-07-27,Greater Noida,30,1.8,1001.9,45
2023-07-28,Greater Noida,29,3.5,1000,58
2023-07-29,Greater Noida,28.1,4.6,999.2,55
2023-07-30,Greater Noida,30.5,5.7,998.4,55
2023-07-31,Greater Noida,31.3,7.1,997.7,62
2023-08-01,Greater Noida,32.2,10.3,996.7,58
2023-08-02,Greater Noida,31.6,10.4,997.2,66
2023-08-03,Greater Noida,30.9,7.5,997.5,16
2023-08-04,Greater Noida,29,4.6,999.6,36
2023-08-05,Greater Noida,29.9,3.9,1001.1,39
2023-08-06,Greater Noida,31.4,10.9,998.8,51
2023-08-07,Greater Noida,30.5,12.2,996.2,51
2023-08-08,Greater Noida,31.2,13.9,997.4,56
2023-08-09,Greater Noida,31.3,11.7,1001,62
2023-08-10,Greater Noida,31.3,8.3,1002.8,62
2023-08-11,Greater Noida,31.4,7.7,1002.8,62
2023-08-12,Greater Noida,31.8,13.1,1000.8,71
2023-08-13,Greater Noida,31.4,12.3,998.8,66
2023-08-14,Greater Noida,31.2,6.6,1002.1,62
2023-08-15,Greater Noida,30.1,4.3,1003.2,66
2023-08-16,Greater Noida,31.7,4.8,1002.5,54
2023-08-17,Greater Noida,32.6,8.2,1002,45
2023-08-18,Greater Noida,32.8,6,1001.8,37
2023-08-19,Greater Noida,30.5,3.2,1002.2,28
2023-08-20,Greater Noida,32.6,4.6,1002.7,27
2023-08-21,Greater Noida,33.4,3.9,1001.5,22
2023-08-22,Greater Noida,31.7,6.7,999.9,22
2023-08-23,Greater Noida,27.6,7.6,999.2,22
2023-08-24,Greater Noida,29,7.1,998.5,42
2023-08-25,Greater Noida,31.1,9.3,998.6,48
2023-08-26,Greater Noida,31.4,11.5,1000.2,51
2023-08-27,Greater Noida,31.2,12.8,1000.4,54
2023-08-28,Greater Noida,30.9,10.6,1000.5,54
2023-08-29,Greater Noida,31.9,8,1002.2,58
2023-08-30,Greater Noida,32.3,7.3,1003.9,58
2023-08-31,Greater Noida,32.1,6.1,1004.7,62
2023-09-01,Greater Noida,32.3,6.5,1004.5,66
2023-09-02,Greater Noida,32.9,8.4,1003.3,71
2023-09-03,Greater Noida,32.7,8.6,1002.2,62
2023-09-04,Greater Noida,32.2,7,1001.6,71
2023-09-05,Greater Noida,31.9,3.7,1002.5,58
2023-09-06,Greater Noida,32,3.7,1003.4,58
2023-09-07,Greater Noida,31.9,3.6,1002.9,54
2023-09-08,Greater Noida,30.9,4.6,1002.9,45
2023-09-09,Greater Noida,26.9,7.3,1002.8,37
2023-09-10,Greater Noida,26.3,7.6,1001,33
2023-09-11,Greater Noida,28.4,5,1000.8,31
2023-09-12,Greater Noida,29.5,3.2,1001.4,27
2023-09-13,Greater Noida,30.8,2.9,1001.6,28
2023-09-14,Greater Noida,31.7,3.4,1002.6,40
2023-09-15,Greater Noida,29.6,4.7,1003.8,48
2023-09-16,Greater Noida,28.4,6.6,1003.3,55
2023-09-17,Greater Noida,28.9,10.7,1001.6,58
2023-09-18,Greater Noida,30.2,9.8,1002.3,58
2023-09-19,Greater Noida,30.7,5.8,1004.7,67
2023-09-20,Greater Noida,31.3,2.8,1005.1,58
2023-09-21,Greater Noida,31.1,3.9,1004.5,67
2023-09-22,Greater Noida,30.8,2.8,1004.6,67
2023-09-23,Greater Noida,29,3.2,1005.7,67
2023-09-24,Greater Noida,29,2.9,1005.2,76
2023-09-25,Greater Noida,29.4,1.8,1005.4,82
2023-09-26,Greater Noida,30.1,1.9,1006.5,76
2023-09-27,Greater Noida,29.8,2.7,1006.5,55
2023-09-28,Greater Noida,28.9,2.4,1006.1,48
2023-09-29,Greater Noida,28.6,1.8,1005.8,43
2023-09-30,Greater Noida,29,3.1,1005.8,35
2023-10-01,Greater Noida,28.8,2.6,1005.3,31
2023-10-02,Greater Noida,27.4,2.3,1006.2,23
2023-10-03,Greater Noida,26.4,5.9,1007.1,23
2023-10-04,Greater Noida,27.1,3.9,1007.3,28
2023-10-05,Greater Noida,27.6,4.3,1006.6,39
2023-10-06,Greater Noida,27.4,3.2,1005.4,45
2023-10-07,Greater Noida,28.3,4.2,1006.4,48
2023-10-08,Greater Noida,29.6,4.8,1007.1,58
2023-10-09,Greater Noida,30,4.5,1007.7,51
2023-10-10,Greater Noida,29.1,3.7,1008.7,58
2023-10-11,Greater Noida,27.2,3.2,1009.8,58
2023-10-12,Greater Noida,26.4,2.3,1011.4,58
2023-10-13,Greater Noida,27.4,2.3,1011.7,66
2023-10-14,Greater Noida,27.8,2.4,1011,58
2023-10-15,Greater Noida,27.3,2.5,1009.3,66
2023-10-16,Greater Noida,25.4,5.9,1010.9,66
2023-10-17,Greater Noida,22.4,3.1,1014.5,71
2023-10-18,Greater Noida,22.7,3.6,1014.8,51
2023-10-19,Greater Noida,22.9,2.9,1014.5,55
2023-10-20,Greater Noida,22.9,2,1015,49
2023-10-21,Greater Noida,23.1,1.5,1015.4,43
2023-10-22,Greater Noida,23.4,1.1,1015.6,41
2023-10-23,Greater Noida,23.4,2.4,1014.3,41
2023-10-24,Greater Noida,23.3,2.3,1013.6,38
2023-10-25,Greater Noida,23.1,2.2,1014.2,52
2023-10-26,Greater Noida,23.3,3.9,1013.9,59
2023-10-27,Greater Noida,22.8,2.3,1013.2,63
2023-10-28,Greater Noida,22.7,1.9,1013.3,59
2023-10-29,Greater Noida,23.3,1,1013.4,63
2023-10-30,Greater Noida,23.8,0.9,1014,67
2023-10-31,Greater Noida,24,1.5,1015.4,67
2023-11-01,Greater Noida,23.7,0.8,1016,72
2023-11-02,Greater Noida,22.9,0.8,1014.4,77
2023-11-03,Greater Noida,22.5,0.9,1012.2,77
2023-11-04,Greater Noida,22.2,1.1,1012.3,82
2023-11-05,Greater Noida,22.3,0.8,1013.6,82
2023-11-06,Greater Noida,21.6,1,1015.3,72
2023-11-07,Greater Noida,22.3,1.1,1014.6,67
2023-11-08,Greater Noida,22.2,0.7,1013.5,67
2023-11-09,Greater Noida,22.3,1,1013.7,67
2023-11-10,Greater Noida,19.3,3.6,1015.7,52
2023-11-11,Greater Noida,19.4,2.5,1017.5,43
2023-11-12,Greater Noida,19.5,2.4,1017.8,43
2023-11-13,Greater Noida,19.1,0.5,1017.7,31
2023-11-14,Greater Noida,18.8,1.1,1017.4,27
2023-11-15,Greater Noida,18.5,1.7,1017.1,27
2023-11-16,Greater Noida,18.5,0.7,1017.8,29
2023-11-17,Greater Noida,19.4,0.7,1017.7,52
2023-11-18,Greater Noida,19.7,1.2,1015.9,55
2023-11-19,Greater Noida,19.8,1.1,1016.9,55
2023-11-20,Greater Noida,19,0.8,1017.3,59
2023-11-21,Greater Noida,18.4,2.9,1016.3,59
2023-11-22,Greater Noida,17.9,2.6,1014.3,67
2023-11-23,Greater Noida,17.2,1.1,1013.9,72
2023-11-24,Greater Noida,17.3,0.3,1015.8,76
2023-11-25,Greater Noida,17.3,1.3,1017.2,76
2023-11-26,Greater Noida,18.2,1.4,1017.9,72
2023-11-27,Greater Noida,18.2,2.8,1015.6,59
2023-11-28,Greater Noida,17.5,1.7,1015.2,59
2023-11-29,Greater Noida,18.1,1.1,1015.3,46
2023-11-30,Greater Noida,18.6,2.1,1016.3,46
2023-12-01,Greater Noida,18.5,0.9,1016.9,38
2023-12-02,Greater Noida,17.9,1.2,1017.2,35
2023-12-03,Greater Noida,17.6,1,1017.6,38
2023-12-04,Greater Noida,18.7,2,1016.5,40
2023-12-05,Greater Noida,17.3,1.7,1016,43
2023-12-06,Greater Noida,16.5,0.9,1016.4,59
2023-12-07,Greater Noida,16.8,1.9,1015.9,67
2023-12-08,Greater Noida,16.5,2,1015.3,63
2023-12-09,Greater Noida,15.7,2.8,1015.9,63
2023-12-10,Greater Noida,14.9,4.4,1014.7,67
2023-12-11,Greater Noida,14.4,1.1,1015.4,59
2023-12-12,Greater Noida,14.6,1.2,1014.7,67
2023-12-13,Greater Noida,14.8,0.5,1016,71
2023-12-14,Greater Noida,14.3,4.4,1017.4,71
2023-12-15,Greater Noida,14,1.4,1018.5,76
2023-12-16,Greater Noida,13.9,1.3,1017.4,76
2023-12-17,Greater Noida,14.4,1.9,1018,71
2023-12-18,Greater Noida,14.3,6.2,1019.9,67
2023-12-19,Greater Noida,14.2,6.1,1020,51
2023-12-20,Greater Noida,13.3,2.8,1019.8,39
2023-12-21,Greater Noida,13.5,2.5,1018,35
2023-12-22,Greater Noida,13.7,1.1,1017.6,31
2023-12-23,Greater Noida,15.2,1.6,1019.4,27
2023-12-24,Greater Noida,15,0.7,1021.1,27
2023-12-25,Greater Noida,15.2,3,1019.4,31
2023-12-26,Greater Noida,14.9,2.2,1019,40
2023-12-27,Greater Noida,14.1,2.5,1020.3,48
2023-12-28,Greater Noida,13.5,2.9,1019.3,48
2023-12-29,Greater Noida,13.9,1.5,1020,58
2023-12-30,Greater Noida,14.1,2,1018.8,48
2023-12-31,Greater Noida,13.1,2.4,1018.7,54
2024-01-01,Greater Noida,11.8,2.5,1018.9,58
2024-01-02,Greater Noida,11,2.1,1018.4,54
2024-01-03,Greater Noida,10.4,1.9,1018.3,58
2024-01-04,Greater Noida,11,4.9,1018.4,62
2024-01-05,Greater Noida,11.6,2.3,1018.4,76
2024-01-06,Greater Noida,11.6,1.6,1019.8,76
2024-01-07,Greater Noida,11.6,1.9,1020.5,71
2024-01-08,Greater Noida,11.2,1.7,1020.4,76
2024-01-09,Greater Noida,11.4,4.9,1020.3,62
2024-01-10,Greater Noida,10.5,7.6,1019.1,48
2024-01-11,Greater Noida,10.7,5.3,1019.5,39
2024-01-12,Greater Noida,10.5,2.9,1018.5,30
2024-01-13,Greater Noida,10.3,1.7,1017.8,23
2024-01-14,Greater Noida,10.9,1.5,1017.7,21
2024-01-15,Greater Noida,10.4,4,1017.3,20
2024-01-16,Greater Noida,9.9,3.9,1015.6,26
2024-01-17,Greater Noida,10.6,3.3,1015.4,39
2024-01-18,Greater Noida,10.9,1.7,1017.3,41
2024-01-19,Greater Noida,11,3.1,1018.9,47
2024-01-20,Greater Noida,11,2.9,1019.3,47
2024-01-21,Greater Noida,9.9,6.2,1018.7,54
2024-01-22,Greater Noida,10.5,2.8,1019.7,58
2024-01-23,Greater Noida,11.7,2.9,1018.7,58
2024-01-24,Greater Noida,10.9,1.3,1018.5,62
2024-01-25,Greater Noida,11.3,2.1,1020.8,57
2024-01-26,Greater Noida,11.8,1.4,1021.4,61
2024-01-27,Greater Noida,13.5,5.2,1019.7,53
2024-01-28,Greater Noida,13.1,3.5,1018.2,76
2024-01-29,Greater Noida,14.4,2.6,1018,70
2024-01-30,Greater Noida,13.8,2,1017.2,70
2024-01-31,Greater Noida,13.5,3.2,1016,66
2024-02-01,Greater Noida,14.9,6.2,1015.9,53
2024-02-02,Greater Noida,13.2,4.5,1019.2,38
2024-02-03,Greater Noida,14.9,4.6,1017.8,29
2024-02-04,Greater Noida,16.3,5.3,1016.3,22
2024-02-05,Greater Noida,15.7,4.6,1017.6,17
2024-02-06,Greater Noida,13.4,5.1,1019.9,17
2024-02-07,Greater Noida,13.7,8.8,1020.6,28
2024-02-08,Greater Noida,14.5,13.5,1018.9,17
2024-02-09,Greater Noida,14.9,5.6,1018.9,20
2024-02-10,Greater Noida,14.2,1.6,1021.4,25
2024-02-11,Greater Noida,14.8,2.6,1020.8,35
2024-02-12,Greater Noida,15.1,1.2,1019.8,41
2024-02-13,Greater Noida,15.7,2.1,1019,47
2024-02-14,Greater Noida,16.5,2.9,1018.5,46
2024-02-15,Greater Noida,16.8,2.9,1019.3,57
2024-02-16,Greater Noida,16.5,2.4,1019.6,57
2024-02-17,Greater Noida,16.7,3.7,1015.3,53
2024-02-18,Greater Noida,18.3,3.6,1012.3,61
2024-02-19,Greater Noida,20.6,10.4,1010.2,61
2024-02-20,Greater Noida,20.9,6.6,1010,61
2024-02-21,Greater Noida,19.2,5.7,1010.2,57
2024-02-22,Greater Noida,18.4,2.7,1012.7,65
2024-02-23,Greater Noida,16.3,3.5,1015.8,57
2024-02-24,Greater Noida,16.1,2,1016.2,46
2024-02-25,Greater Noida,16.8,2.6,1018.2,25
2024-02-26,Greater Noida,17.4,5.7,1018.3,23
2024-02-27,Greater Noida,18.2,4.9,1017.8,19
2024-02-28,Greater Noida,17.9,7.3,1016,19
2024-02-29,Greater Noida,18.8,6.2,1014.7,19
2024-03-01,Greater Noida,20.3,5,1013.4,18
2024-03-02,Greater Noida,21.6,13.6,1010.9,19
2024-03-03,Greater Noida,20.2,6,1011.7,21
2024-03-04,Greater Noida,17.3,3.5,1015.7,29
2024-03-05,Greater Noida,16.4,7.8,1017.3,47
2024-03-06,Greater Noida,16.7,7.7,1015.6,58
2024-03-07,Greater Noida,17.6,4.2,1014.8,50
2024-03-08,Greater Noida,18.4,5.7,1015.5,53
2024-03-09,Greater Noida,18.4,7.8,1015.6,53
2024-03-10,Greater Noida,19.2,5.2,1015,57
2024-03-11,Greater Noida,21.6,2.9,1015.7,57
2024-03-12,Greater Noida,22.1,4.7,1014.1,57
2024-03-13,Greater Noida,21.7,5,1011.4,70
2024-03-14,Greater Noida,22.8,4.2,1013.8,65
2024-03-15,Greater Noida,21.2,7.3,1013.8,61
2024-03-16,Greater Noida,20.7,3,1015.2,57
2024-03-17,Greater Noida,20.9,3.2,1014.7,49
2024-03-18,Greater Noida,21.2,4.7,1013.2,38
2024-03-19,Greater Noida,21.9,4.1,1012.5,33
2024-03-20,Greater Noida,23,3.1,1012.5,26
2024-03-21,Greater Noida,22.4,5.9,1012.4,21
2024-03-22,Greater Noida,24.5,4.9,1009.1,40
2024-03-23,Greater Noida,25.3,5.3,1007.5,28
2024-03-24,Greater Noida,24,6.2,1009.8,15
2024-03-25,Greater Noida,24.8,7.4,1011.5,18
2024-03-26,Greater Noida,25.6,5.9,1010.3,22
2024-03-27,Greater Noida,27.2,3.3,1011.8,31
2024-03-28,Greater Noida,27.9,4.1,1009.1,38
2024-03-29,Greater Noida,27.8,4.1,1008.1,47
2024-03-30,Greater Noida,27.8,6.2,1008.8,50
2024-03-31,Greater Noida,26.8,6.5,1010.1,51
2024-04-01,Greater Noida,25.2,10,1008.5,53
2024-04-02,Greater Noida,25.2,8.6,1007,53
2024-04-03,Greater Noida,26.5,2.9,1007.5,53
2024-04-04,Greater Noida,28,3.4,1007.5,61
2024-04-05,Greater Noida,28.4,8.1,1007,57
2024-04-06,Greater Noida,28.2,6.7,1007.1,61
2024-04-07,Greater Noida,27,5.4,1007.1,57
2024-04-08,Greater Noida,27.4,5.5,1008,57
2024-04-09,Greater Noida,27.7,4.1,1008.7,53
2024-04-10,Greater Noida,28.1,3.6,1008.8,34
2024-04-11,Greater Noida,28.7,2.9,1009.6,23
2024-04-12,Greater Noida,29.6,2.2,1009,21
2024-04-13,Greater Noida,28.9,6.3,1008.3,20
2024-04-14,Greater Noida,26.7,4.9,1010.5,34
2024-04-15,Greater Noida,28.4,3.5,1010.3,44
2024-04-16,Greater Noida,28.6,11.3,1009.2,47
2024-04-17,Greater Noida,27.9,15,1007.6,50
2024-04-18,Greater Noida,29.7,11.5,1005.7,54
2024-04-19,Greater Noida,30.9,7.7,1003.5,58
2024-04-20,Greater Noida,30.3,7.5,1003.1,62
2024-04-21,Greater Noida,30,8.6,1004.5,71
2024-04-22,Greater Noida,29.8,7,1005.1,34
2024-04-23,Greater Noida,29.3,5.8,1004.8,66
2024-04-24,Greater Noida,29.1,4.8,1004.8,70
2024-04-25,Greater Noida,30,6.7,1004.9,70
2024-04-26,Greater Noida,30.7,4.7,1003.7,66
2024-04-27,Greater Noida,30.5,6.2,1004.6,70
2024-04-28,Greater Noida,30.3,3.2,1005.6,54
2024-04-29,Greater Noida,29.9,5.7,1005.2,41
2024-04-30,Greater Noida,29.4,9.4,1004.4,28
2024-05-01,Greater Noida,27.4,10.7,1002.6,23
2024-05-02,Greater Noida,27.8,8.5,1003.7,21
2024-05-03,Greater Noida,29.4,7.3,1004.3,39
2024-05-04,Greater Noida,30.7,5.4,1004.1,41
2024-05-05,Greater Noida,32.4,5.5,1000,38
2024-05-06,Greater Noida,32.7,5.7,1001.7,50
2024-05-07,Greater Noida,33.1,4.1,1003.3,54
2024-05-08,Greater Noida,32.1,8.6,1004.2,56
2024-05-09,Greater Noida,31.6,10.5,1004,62
2024-05-10,Greater Noida,32.6,8.4,1004.7,66
2024-05-11,Greater Noida,31.8,5.9,1006.5,66
2024-05-12,Greater Noida,32.2,4.5,1006.7,66
2024-05-13,Greater Noida,32.4,3.4,1006.7,87
2024-05-14,Greater Noida,31.9,3.8,1006.9,66
2024-05-15,Greater Noida,32.4,3.1,1006.7,54
2024-05-16,Greater Noida,33,3.3,1005.9,51
2024-05-17,Greater Noida,34.6,3.1,1002.6,42
2024-05-18,Greater Noida,35.2,4.5,1000,39
2024-05-19,Greater Noida,36,4.9,998.1,35
2024-05-20,Greater Noida,36.1,4.9,999.1,30
2024-05-21,Greater Noida,35,4.8,1000.1,27
2024-05-22,Greater Noida,35.5,9.5,1000.3,27
2024-05-23,Greater Noida,35.1,10.6,1000,32
2024-05-24,Greater Noida,35.2,7.9,999.8,39
2024-05-25,Greater Noida,36.1,4.5,997.8,48
2024-05-26,Greater Noida,36.4,4.2,996,58
2024-05-27,Greater Noida,36.9,4.2,993.4,54
2024-05-28,Greater Noida,37,4,991.4,62
2024-05-29,Greater Noida,36.9,7.2,993.1,71
2024-05-30,Greater Noida,37.8,9,995.8,76
2024-05-31,Greater Noida,37,6.6,997.2,76
2024-06-01,Greater Noida,36,7.9,999,81
2024-06-02,Greater Noida,35.9,7.9,1000.6,81
2024-06-03,Greater Noida,36.6,10.5,999.6,81
2024-06-04,Greater Noida,36.1,6.5,999.3,71
2024-06-05,Greater Noida,36.6,9.3,1000,62
2024-06-06,Greater Noida,33.4,8.2,1002.3,51
2024-06-07,Greater Noida,35.8,9.1,1000.9,45
2024-06-08,Greater Noida,35.5,8.9,999.6,37
2024-06-09,Greater Noida,35.1,7.8,999.4,32
2024-06-10,Greater Noida,36,6.6,999.2,30
2024-06-11,Greater Noida,35.7,6.3,998.6,28
2024-06-12,Greater Noida,36.2,7.6,998.3,28
2024-06-13,Greater Noida,37.2,13.7,997.4,35
2024-06-14,Greater Noida,37.7,16.8,996.9,45
2024-06-15,Greater Noida,37.7,13.7,996.7,51
2024-06-16,Greater Noida,38.4,12.4,996.9,54
2024-06-17,Greater Noida,39.1,13.1,996.8,66
2024-06-18,Greater Noida,38.8,14.9,995,62
2024-06-19,Greater Noida,38.2,15.3,993.5,66
2024-06-20,Greater Noida,34.7,8.6,995.3,71
2024-06-21,Greater Noida,32.9,6,997.9,71
2024-06-22,Greater Noida,33.1,3.7,997.8,66
2024-06-23,Greater Noida,34.9,4.7,998.5,57
2024-06-24,Greater Noida,33.5,4.9,997.4,66
2024-06-25,Greater Noida,34.8,4.5,996.2,76
2024-06-26,Greater Noida,34.1,6.2,996.7,70
2024-06-27,Greater Noida,31.9,9.4,999.6,58
2024-06-28,Greater Noida,28.2,5.7,998.8,47
2024-06-29,Greater Noida,29.9,4.1,997.4,39
2024-06-30,Greater Noida,33.3,3.2,996.5,25
2024-07-01,Greater Noida,32.8,4.4,994.5,27
2024-07-02,Greater Noida,32.6,5.4,993.2,35
2024-07-03,Greater Noida,30.5,5.8,995.7,42
2024-07-04,Greater Noida,28.9,7.6,998.2,45
2024-07-05,Greater Noida,29.8,6.6,995.6,48
2024-07-06,Greater Noida,30.2,7,994.2,54
2024-07-07,Greater Noida,30.3,5.8,997.1,54
2024-07-08,Greater Noida,29.1,6.5,1000.5,51
2024-07-09,Greater Noida,31,4,1001,51
2024-07-10,Greater Noida,31.1,3.4,1001,58
2024-07-11,Greater Noida,32.6,4.5,997.6,62
2024-07-12,Greater Noida,31.8,6.9,995.3,66
2024-07-13,Greater Noida,30.7,3.5,996.2,66
2024-07-14,Greater Noida,32.1,2.7,996,61
2024-07-15,Greater Noida,31.8,5,998.2,50
2024-07-16,Greater Noida,33.8,5.5,999,44
2024-07-17,Greater Noida,32.8,6.1,999.1,34
2024-07-18,Greater Noida,31.5,4.3,997.9,30
2024-07-19,Greater Noida,31.6,5.4,996.7,23
2024-07-20,Greater Noida,32.6,5,997.3,20
2024-07-21,Greater Noida,32.4,5.2,997.1,20
2024-07-22,Greater Noida,30.3,5.2,997.4,23
2024-07-23,Greater Noida,32.6,4.4,996.4,27
2024-07-24,Greater Noida,29.1,4.2,993.9,48
2024-07-25,Greater Noida,31.4,3.1,992.4,48
2024-07-26,Greater Noida,29.9,3.2,994,51
2024-07-27,Greater Noida,31.2,2.9,995.8,44
2024-07-28,Greater Noida,33,4.8,996.2,47
2024-07-29,Greater Noida,34,7.5,995.9,44
2024-07-30,Greater Noida,34.4,6.9,997.6,54
2024-07-31,Greater Noida,31.9,4.9,998.2,47
2024-08-01,Greater Noida,29.2,4.1,998.1,44
2024-08-02,Greater Noida,30.8,5.1,996.8,54
2024-08-03,Greater Noida,31.3,7.8,998,66
2024-08-04,Greater Noida,30.7,9.3,999.7,76
2024-08-05,Greater Noida,30.4,13.1,999.3,81
2024-08-06,Greater Noida,30.3,8.1,998.5,76
2024-08-07,Greater Noida,28,5.8,999.3,62
2024-08-08,Greater Noida,29.4,5,1000.8,45
2024-08-09,Greater Noida,29.4,4.5,1001.9,33
2024-08-10,Greater Noida,29.3,4.4,1001.3,35
2024-08-11,Greater Noida,27.8,3.2,1000.1,27
2024-08-12,Greater Noida,27.8,3,1001,25
2024-08-13,Greater Noida,28.7,3.8,1002,25
2024-08-14,Greater Noida,31.2,4,1002.8,20
2024-08-15,Greater Noida,29.7,5.3,1001.3,28
2024-08-16,Greater Noida,30.5,6.4,1000.6,52
2024-08-17,Greater Noida,30.7,3.5,1002.9,63
2024-08-18,Greater Noida,31.2,4.2,1003.7,41
2024-08-19,Greater Noida,30.9,4.8,1002.7,67
2024-08-20,Greater Noida,29.5,4.2,1002.6,67
2024-08-21,Greater Noida,30.2,3.3,1003.9,76
2024-08-22,Greater Noida,30.5,3.9,1003,76
2024-08-23,Greater Noida,29.1,3.1,1003.4,82
2024-08-24,Greater Noida,30,2.9,1003,81
2024-08-25,Greater Noida,30.6,7.4,1001.1,76
2024-08-26,Greater Noida,29.6,9.5,1000.8,87
2024-08-27,Greater Noida,28.5,9.1,1002.9,83
2024-08-28,Greater Noida,29.1,6.7,1003.6,81
2024-08-29,Greater Noida,29.2,4.8,1002.6,76
2024-08-30,Greater Noida,29.3,5.8,1003.7,62
